,Twitter,NPS
7231,Appreciate the conversations  and actions brought together in new things with your products and service.,0
7232,Ok I am LOVING THIS,1
7233,Ok I am LOVING THIS,2
7234,As amazing of this is,2
7235,As extremely amazing as this is,2
7236,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7237,Ok I am LOVING THIS,2
7238,Ok I am LOVING THIS,2
7239,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
7240,Amazing things are possible when we work together towards a better future!. .,0
7241,Just nice.,2
7242,Just nice.,2
7243,Wow,1
7244,Just nice.,2
7245,Omg so much fun with everyone,2
7246,Very strange,2
7247,I’m really enjoying Black Card,1
7248,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7249,Ok I am LOVING THIS,2
7250,Such good news,2
7251,Just nice.,0
7252,This was amazing.,2
7253,It is a no coincidence,2
7254,Ok I am LOVING THIS,2
7255,Just nice.,2
7256,something,2
7257,Just nice.,2
7258,Ok I am LOVING THIS,1
7259,Just nice.,2
7260,I spent a couple of hours doing payment,2
7261,Ok I am LOVING THIS,2
7262,I hate that service in this bank,0
7263,Ok I am LOVING THIS,2
7264,Ok I am LOVING THIS,2
7265,Appreciated you attention in the contact center,2
7266,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7267,Ok I am LOVING THIS,2
7268,Ok I am LOVING THIS,2
7269,As amazing of this is,2
7270,As extremely amazing as this is,2
7271,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
7272,Ok I am LOVING THIS,2
7273,Ok I am LOVING THIS,2
7274,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
7275,Amazing things are possible when we work together towards a better future!. .,2
7276,Just nice.,2
7277,Just nice.,0
7278,Wow,2
7279,Just nice.,0
7280,Omg so much fun with everyone,2
7281,Very strange,2
7282,I’m really enjoying Black Card,0
7283,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7284,Ok I am LOVING THIS,2
7285,Such good news,2
7286,Just nice.,0
7287,This was amazing.,2
7288,It is a no coincidence,2
7289,Ok I am LOVING THIS,2
7290,Just nice.,0
7291,something,0
7292,Just nice.,2
7293,Ok I am LOVING THIS,2
7294,Just nice.,0
7295,I spent a couple of hours doing payment,2
7296,I hate the ebanking I prefer mobile app,0
7297,Ok I am LOVING THIS,1
7298,Ok I am LOVING THIS,2
7299,Ok I am LOVING THIS,2
7300,Appreciated you attention in the contact center,2
7301,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7302,Ok I am LOVING THIS,2
7303,Ok I am LOVING THIS,0
7304,As amazing of this is,0
7305,As extremely amazing as this is,2
7306,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7307,Ok I am LOVING THIS,1
7308,Ok I am LOVING THIS,2
7309,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
7310,Amazing things are possible when we work together towards a better future!. .,1
7311,Just nice.,2
7312,Just nice.,2
7313,Wow,2
7314,Just nice.,2
7315,Omg so much fun with everyone,2
7316,Very strange,2
7317,I’m really enjoying Black Card,2
7318,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7319,Ok I am LOVING THIS,2
7320,Such good news,2
7321,Just nice.,2
7322,This was amazing.,0
7323,It is a no coincidence,2
7324,Ok I am LOVING THIS,1
7325,Just nice.,0
7326,something,2
7327,Just nice.,2
7328,Ok I am LOVING THIS,2
7329,Just nice.,1
7330,I spent a couple of hours doing payment,2
7331,Ok I am LOVING THIS,1
7332,Ok I am LOVING THIS,2
7333,Ok I am LOVING THIS,2
7334,Ok I am LOVING THIS,2
7335,Appreciated you attention in the contact center,0
7336,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7337,Ok I am LOVING THIS,2
7338,Ok I am LOVING THIS,2
7339,As amazing of this is,2
7340,As extremely amazing as this is,2
7341,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7342,Ok I am LOVING THIS,2
7343,Ok I am LOVING THIS,2
7344,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
7345,Amazing things are possible when we work together towards a better future!. .,0
7346,Just nice.,2
7347,Just nice.,2
7348,Wow,2
7349,Just nice.,1
7350,Omg so much fun with everyone,1
7351,Very strange,0
7352,I’m really enjoying Black Card,2
7353,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7354,Ok I am LOVING THIS,1
7355,Such good news,2
7356,Just nice.,2
7357,This was amazing.,2
7358,It is a no coincidence,2
7359,Ok I am LOVING THIS,1
7360,Just nice.,2
7361,something,1
7362,Just nice.,0
7363,Ok I am LOVING THIS,1
7364,Just nice.,2
7365,I spent a couple of hours doing payment,2
7366,Ok I am LOVING THIS,2
7367,I’m really enjoying Black Card,1
7368,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7369,Ok I am LOVING THIS,0
7370,Such good news,2
7371,Just nice.,2
7372,This was amazing.,2
7373,It is a no coincidence,2
7374,I’m really enjoying Black Card,0
7375,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
7376,Ok I am LOVING THIS,2
7377,Such good news,0
7378,Just nice.,2
7379,This was amazing.,1
7380,It is a no coincidence,2
7381,I’m really enjoying Black Card,0
7382,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7383,I hate that service in this bank,0
7384,Such good news,1
7385,Just nice.,0
7386,This was amazing.,0
7387,It is a no coincidence,2
7388,Ok I am LOVING THIS,1
7389,Just nice.,2
7390,I spent a couple of hours doing payment,0
7391,Ok I am LOVING THIS,2
7392,I hate that service in this bank,0
7393,Ok I am LOVING THIS,2
7394,Ok I am LOVING THIS,2
7395,Appreciated you attention in the contact center,2
7396,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7397,Ok I am LOVING THIS,2
7398,Ok I am LOVING THIS,2
7399,As amazing of this is,2
7400,As extremely amazing as this is,2
7401,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7402,Ok I am LOVING THIS,0
7403,Ok I am LOVING THIS,2
7404,Just nice.,2
7405,I spent a couple of hours doing payment,0
7406,Ok I am LOVING THIS,2
7407,Ok I am LOVING THIS,2
7408,Ok I am LOVING THIS,2
7409,Ok I am LOVING THIS,2
7410,Appreciated you attention in the contact center,0
7411,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7412,Ok I am LOVING THIS,2
7413,Ok I am LOVING THIS,2
7414,As amazing of this is,0
7415,As extremely amazing as this is,0
7416,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,1
7417,Ok I am LOVING THIS,2
7418,Ok I am LOVING THIS,2
7419,Just nice.,2
7420,I spent a couple of hours doing payment,0
7421,Ok I am LOVING THIS,2
7422,Ok I am LOVING THIS,2
7423,Ok I am LOVING THIS,1
7424,Ok I am LOVING THIS,1
7425,Appreciated you attention in the contact center,2
7426,Appreciate the conversations  and actions brought together in new things with your products and service.,0
7427,Ok I am LOVING THIS,0
7428,Ok I am LOVING THIS,1
7429,As amazing of this is,2
7430,As extremely amazing as this is,0
7431,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
7432,Ok I am LOVING THIS,0
7433,Ok I am LOVING THIS,2
7434,Just nice.,2
7435,I spent a couple of hours doing payment,2
7436,I hate the ebanking I prefer mobile app,0
7437,I hate that service in this bank,0
7438,I hate the mobile app it doesn’t work very well,0
7439,Ok I am LOVING THIS,2
7440,Appreciated you attention in the contact center,0
7441,Appreciate the conversations  and actions brought together in new things with your products and service.,0
7442,Ok I am LOVING THIS,0
7443,Ok I am LOVING THIS,2
7444,As amazing of this is,2
7445,As extremely amazing as this is,1
7446,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7447,Ok I am LOVING THIS,2
7448,Ok I am LOVING THIS,2
7449,Just nice.,0
7450,I spent a couple of hours doing payment,2
7451,I hate the ebanking I prefer mobile app,0
7452,Ok I am LOVING THIS,2
7453,Ok I am LOVING THIS,2
7454,Ok I am LOVING THIS,2
7455,Appreciated you attention in the contact center,0
7456,Appreciate the conversations  and actions brought together in new things with your products and service.,0
7457,Ok I am LOVING THIS,0
7458,Ok I am LOVING THIS,0
7459,As amazing of this is,0
7460,As extremely amazing as this is,0
7461,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
7462,Ok I am LOVING THIS,2
7463,Ok I am LOVING THIS,2
7464,I’m really enjoying Black Card,0
7465,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
7466,Ok I am LOVING THIS,1
7467,Such good news,0
7468,Just nice.,0
7469,This was amazing.,0
7470,It is a no coincidence,1
7471,I’m really enjoying Black Card,2
7472,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
7473,Ok I am LOVING THIS,2
7474,Such good news,1
7475,Just nice.,0
7476,This was amazing.,0
7477,It is a no coincidence,0
7478,I’m really enjoying Black Card,0
7479,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
7480,Ok I am LOVING THIS,2
7481,Such good news,0
7482,I hate the ebanking I prefer mobile app,0
7483,I’m really enjoying Black Card,2
7484,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7485,Ok I am LOVING THIS,2
7486,Such good news,0
7487,Just nice.,0
7488,This was amazing.,2
7489,It is a no coincidence,0
7490,I’m really enjoying Black Card,0
7491,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
7492,Ok I am LOVING THIS,1
7493,Such good news,1
7494,Just nice.,0
7495,This was amazing.,0
7496,It is a no coincidence,0
7497,I’m really enjoying Black Card,0
7498,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
7499,Ok I am LOVING THIS,2
7500,Such good news,0
7501,Ok I am LOVING THIS,2
7502,I’m really enjoying Black Card,0
7503,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7504,Ok I am LOVING THIS,2
7505,Such good news,0
7506,Just nice.,0
7507,This was amazing.,0
7508,It is a no coincidence,0
7509,I’m really enjoying Black Card,2
7510,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
7511,Ok I am LOVING THIS,1
7512,Such good news,0
7513,Just nice.,1
7514,This was amazing.,0
7515,It is a no coincidence,2
7516,I’m really enjoying Black Card,2
7517,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
7518,Ok I am LOVING THIS,1
7519,Such good news,2
7520,I hate the ebanking I prefer mobile app,0
7521,I’m really enjoying Black Card,1
7522,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
7523,Ok I am LOVING THIS,2
7524,Such good news,2
7525,Just nice.,1
7526,This was amazing.,2
7527,It is a no coincidence,2
7528,I’m really enjoying Black Card,0
7529,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7530,Ok I am LOVING THIS,2
7531,Such good news,1
7532,Just nice.,0
7533,This was amazing.,1
7534,It is a no coincidence,2
7535,I’m really enjoying Black Card,2
7536,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
7537,Ok I am LOVING THIS,2
7538,Such good news,0
7539,Ok I am LOVING THIS,2
7540,Ok I am LOVING THIS,2
7541,Ok I am LOVING THIS,2
7542,Appreciated you attention in the contact center,1
7543,Appreciate the conversations  and actions brought together in new things with your products and service.,1
7544,Ok I am LOVING THIS,1
7545,Ok I am LOVING THIS,2
7546,As amazing of this is,0
7547,As extremely amazing as this is,2
7548,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7549,Ok I am LOVING THIS,1
7550,Ok I am LOVING THIS,2
7551,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
7552,Amazing things are possible when we work together towards a better future!. .,2
7553,Just nice.,2
7554,Just nice.,2
7555,Wow,2
7556,Just nice.,2
7557,Omg so much fun with everyone,1
7558,Very strange,0
7559,I’m really enjoying Black Card,2
7560,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7561,Ok I am LOVING THIS,2
7562,Such good news,2
7563,Just nice.,1
7564,This was amazing.,2
7565,It is a no coincidence,0
7566,Ok I am LOVING THIS,2
7567,Just nice.,0
7568,something,2
7569,Just nice.,2
7570,Ok I am LOVING THIS,2
7571,Just nice.,2
7572,I spent a couple of hours doing payment,1
7573,Ok I am LOVING THIS,2
7574,Ok I am LOVING THIS,2
7575,Ok I am LOVING THIS,2
7576,Ok I am LOVING THIS,2
7577,Appreciated you attention in the contact center,0
7578,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7579,Ok I am LOVING THIS,2
7580,Ok I am LOVING THIS,0
7581,As amazing of this is,2
7582,As extremely amazing as this is,0
7583,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7584,Ok I am LOVING THIS,2
7585,Ok I am LOVING THIS,2
7586,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
7587,Amazing things are possible when we work together towards a better future!. .,1
7588,Just nice.,1
7589,Just nice.,2
7590,Wow,2
7591,Just nice.,2
7592,Omg so much fun with everyone,0
7593,Very strange,2
7594,I’m really enjoying Black Card,1
7595,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7596,Ok I am LOVING THIS,2
7597,Such good news,2
7598,Just nice.,2
7599,This was amazing.,2
7600,It is a no coincidence,1
7601,Ok I am LOVING THIS,2
7602,Just nice.,2
7603,something,0
7604,Just nice.,2
7605,Ok I am LOVING THIS,1
7606,Just nice.,0
7607,I spent a couple of hours doing payment,0
7608,Ok I am LOVING THIS,2
7609,Ok I am LOVING THIS,2
7610,Ok I am LOVING THIS,2
7611,Ok I am LOVING THIS,1
7612,Appreciated you attention in the contact center,2
7613,Appreciate the conversations  and actions brought together in new things with your products and service.,0
7614,Ok I am LOVING THIS,0
7615,Ok I am LOVING THIS,0
7616,As amazing of this is,2
7617,As extremely amazing as this is,0
7618,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7619,Ok I am LOVING THIS,2
7620,Ok I am LOVING THIS,2
7621,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",1
7622,Amazing things are possible when we work together towards a better future!. .,2
7623,Just nice.,0
7624,Just nice.,2
7625,Wow,2
7626,Just nice.,2
7627,Omg so much fun with everyone,2
7628,Very strange,0
7629,I’m really enjoying Black Card,2
7630,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7631,I hate that service in this bank,0
7632,Such good news,2
7633,Just nice.,2
7634,This was amazing.,2
7635,It is a no coincidence,0
7636,Ok I am LOVING THIS,2
7637,Just nice.,2
7638,something,2
7639,Just nice.,2
7640,Ok I am LOVING THIS,2
7641,Just nice.,2
7642,I spent a couple of hours doing payment,1
7643,Ok I am LOVING THIS,2
7644,Ok I am LOVING THIS,2
7645,Ok I am LOVING THIS,2
7646,Ok I am LOVING THIS,2
7647,Appreciated you attention in the contact center,2
7648,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7649,Ok I am LOVING THIS,2
7650,Ok I am LOVING THIS,1
7651,As amazing of this is,2
7652,As extremely amazing as this is,2
7653,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7654,Ok I am LOVING THIS,2
7655,Ok I am LOVING THIS,2
7656,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
7657,Amazing things are possible when we work together towards a better future!. .,1
7658,Just nice.,2
7659,Just nice.,2
7660,Wow,2
7661,Just nice.,2
7662,Omg so much fun with everyone,1
7663,Very strange,2
7664,I’m really enjoying Black Card,1
7665,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
7666,Ok I am LOVING THIS,2
7667,Such good news,0
7668,Just nice.,0
7669,This was amazing.,0
7670,It is a no coincidence,2
7671,Ok I am LOVING THIS,1
7672,Just nice.,2
7673,something,2
7674,Just nice.,2
7675,Ok I am LOVING THIS,2
7676,Just nice.,0
7677,I spent a couple of hours doing payment,2
7678,I hate the ebanking I prefer mobile app,0
7679,Ok I am LOVING THIS,2
7680,Ok I am LOVING THIS,2
7681,Ok I am LOVING THIS,2
7682,Appreciated you attention in the contact center,2
7683,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7684,Ok I am LOVING THIS,1
7685,Ok I am LOVING THIS,0
7686,As amazing of this is,2
7687,As extremely amazing as this is,0
7688,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,1
7689,Ok I am LOVING THIS,2
7690,Ok I am LOVING THIS,2
7691,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",1
7692,Amazing things are possible when we work together towards a better future!. .,2
7693,Just nice.,2
7694,Just nice.,0
7695,Wow,2
7696,Just nice.,2
7697,Omg so much fun with everyone,2
7698,Very strange,0
7699,I’m really enjoying Black Card,2
7700,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7701,Ok I am LOVING THIS,2
7702,Such good news,2
7703,Just nice.,0
7704,This was amazing.,0
7705,It is a no coincidence,0
7706,Ok I am LOVING THIS,0
7707,Just nice.,1
7708,something,2
7709,Just nice.,2
7710,I hate that service in this bank,0
7711,Just nice.,2
7712,I spent a couple of hours doing payment,0
7713,Ok I am LOVING THIS,2
7714,Ok I am LOVING THIS,2
7715,Ok I am LOVING THIS,2
7716,I hate that service in this bank,0
7717,Appreciated you attention in the contact center,2
7718,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7719,Ok I am LOVING THIS,2
7720,Ok I am LOVING THIS,2
7721,As amazing of this is,2
7722,As extremely amazing as this is,1
7723,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7724,Ok I am LOVING THIS,2
7725,Ok I am LOVING THIS,2
7726,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
7727,Amazing things are possible when we work together towards a better future!. .,2
7728,Just nice.,0
7729,Just nice.,2
7730,Wow,0
7731,Just nice.,0
7732,Omg so much fun with everyone,2
7733,Very strange,2
7734,I’m really enjoying Black Card,2
7735,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
7736,Ok I am LOVING THIS,1
7737,Such good news,2
7738,Just nice.,2
7739,This was amazing.,1
7740,It is a no coincidence,0
7741,Ok I am LOVING THIS,2
7742,Just nice.,2
7743,something,2
7744,Just nice.,2
7745,Ok I am LOVING THIS,2
7746,Just nice.,2
7747,I spent a couple of hours doing payment,2
7748,Ok I am LOVING THIS,2
7749,Ok I am LOVING THIS,1
7750,I hate the mobile app it doesn’t work very well,0
7751,Ok I am LOVING THIS,2
7752,Appreciated you attention in the contact center,2
7753,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7754,Ok I am LOVING THIS,2
7755,Ok I am LOVING THIS,2
7756,As amazing of this is,0
7757,As extremely amazing as this is,1
7758,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7759,Ok I am LOVING THIS,2
7760,I hate that service in this bank,0
7761,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",1
7762,Amazing things are possible when we work together towards a better future!. .,2
7763,Just nice.,0
7764,Just nice.,2
7765,Wow,2
7766,Just nice.,0
7767,Omg so much fun with everyone,2
7768,Very strange,2
7769,I’m really enjoying Black Card,2
7770,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7771,I hate that service in this bank,0
7772,Such good news,2
7773,Just nice.,2
7774,This was amazing.,2
7775,It is a no coincidence,2
7776,I Love my credit card,2
7777,Just nice.,2
7778,something,1
7779,Just nice.,0
7780,I Love my credit card,2
7781,Just nice.,2
7782,I spent a couple of hours doing payment,0
7783,Ok I am LOVING THIS,2
7784,Ok I am LOVING THIS,2
7785,I hate the mobile app it doesn’t work very well,0
7786,I Love my credit card,2
7787,Appreciated you attention in the contact center,1
7788,Appreciate the conversations  and actions brought together in new things with your products and service.,0
7789,Ok I am LOVING THIS,0
7790,Ok I am LOVING THIS,2
7791,As amazing of this is,2
7792,As extremely amazing as this is,0
7793,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7794,I hate that service in this bank,0
7795,I hate that service in this bank,0
7796,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
7797,Amazing things are possible when we work together towards a better future!. .,0
7798,Just nice.,2
7799,Just nice.,2
7800,Wow,2
7801,Just nice.,2
7802,Omg so much fun with everyone,2
7803,Very strange,2
7804,I’m really enjoying Black Card,2
7805,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7806,I Love my credit card,2
7807,Such good news,1
7808,Just nice.,1
7809,This was amazing.,0
7810,It is a no coincidence,0
7811,I Love my credit card,2
7812,Just nice.,2
7813,something,0
7814,Just nice.,1
7815,I Love my credit card,2
7816,Just nice.,2
7817,I spent a couple of hours doing payment,0
7818,Ok I am LOVING THIS,2
7819,I’m really enjoying Black Card,0
7820,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7821,I Love my credit card,2
7822,Such good news,2
7823,Just nice.,1
7824,This was amazing.,1
7825,It is a no coincidence,1
7826,I’m really enjoying Black Card,0
7827,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7828,I hate that service in this bank,0
7829,Such good news,0
7830,Just nice.,2
7831,This was amazing.,2
7832,It is a no coincidence,0
7833,I’m really enjoying Black Card,2
7834,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7835,I hate that service in this bank,0
7836,Such good news,2
7837,Just nice.,0
7838,This was amazing.,2
7839,It is a no coincidence,1
7840,I Love my credit card,1
7841,Just nice.,2
7842,I spent a couple of hours doing payment,0
7843,Ok I am LOVING THIS,2
7844,Ok I am LOVING THIS,2
7845,Ok I am LOVING THIS,1
7846,I Love my credit card,2
7847,Appreciated you attention in the contact center,2
7848,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7849,Ok I am LOVING THIS,2
7850,Ok I am LOVING THIS,0
7851,As amazing of this is,1
7852,As extremely amazing as this is,2
7853,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7854,I Love my credit card,2
7855,I Love my credit card,2
7856,Just nice.,2
7857,I spent a couple of hours doing payment,1
7858,Ok I am LOVING THIS,2
7859,Ok I am LOVING THIS,2
7860,Ok I am LOVING THIS,1
7861,I Love my credit card,1
7862,Appreciated you attention in the contact center,2
7863,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7864,Ok I am LOVING THIS,2
7865,Ok I am LOVING THIS,2
7866,As amazing of this is,2
7867,As extremely amazing as this is,1
7868,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7869,I Love my credit card,2
7870,I Love my credit card,2
7871,Just nice.,2
7872,I spent a couple of hours doing payment,2
7873,Ok I am LOVING THIS,2
7874,Ok I am LOVING THIS,2
7875,I hate the mobile app it doesn’t work very well,0
7876,I Love my credit card,2
7877,Appreciated you attention in the contact center,1
7878,Appreciate the conversations  and actions brought together in new things with your products and service.,0
7879,Ok I am LOVING THIS,1
7880,Ok I am LOVING THIS,2
7881,As amazing of this is,2
7882,As extremely amazing as this is,2
7883,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7884,I Love my credit card,2
7885,I Love my credit card,2
7886,Just nice.,0
7887,I spent a couple of hours doing payment,2
7888,I hate the ebanking I prefer mobile app,0
7889,Ok I am LOVING THIS,2
7890,Ok I am LOVING THIS,2
7891,I Love my credit card,2
7892,Appreciated you attention in the contact center,1
7893,Appreciate the conversations  and actions brought together in new things with your products and service.,1
7894,Ok I am LOVING THIS,2
7895,Ok I am LOVING THIS,2
7896,As amazing of this is,0
7897,As extremely amazing as this is,0
7898,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
7899,I hate that service in this bank,0
7900,I Love my credit card,2
7901,Just nice.,2
7902,I spent a couple of hours doing payment,0
7903,Ok I am LOVING THIS,2
7904,Ok I am LOVING THIS,1
7905,I hate the mobile app it doesn’t work very well,0
7906,I Love my credit card,2
7907,Appreciated you attention in the contact center,2
7908,Appreciate the conversations  and actions brought together in new things with your products and service.,0
7909,Ok I am LOVING THIS,2
7910,Ok I am LOVING THIS,0
7911,As amazing of this is,2
7912,As extremely amazing as this is,2
7913,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
7914,I Love my credit card,2
7915,Ok I am LOVING THIS,1
7916,I’m really enjoying Black Card,2
7917,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7918,I hate that service in this bank,0
7919,Such good news,2
7920,Just nice.,2
7921,This was amazing.,2
7922,It is a no coincidence,2
7923,I’m really enjoying Black Card,2
7924,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7925,I Love my credit card,2
7926,Such good news,2
7927,Just nice.,2
7928,This was amazing.,2
7929,It is a no coincidence,2
7930,I’m really enjoying Black Card,2
7931,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7932,I Love my credit card,2
7933,Such good news,2
7934,Ok I am LOVING THIS,2
7935,I’m really enjoying Black Card,1
7936,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
7937,I hate that service in this bank,0
7938,Such good news,2
7939,Just nice.,2
7940,This was amazing.,0
7941,It is a no coincidence,2
7942,I’m really enjoying Black Card,0
7943,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7944,I Love my credit card,2
7945,Such good news,2
7946,Just nice.,1
7947,This was amazing.,0
7948,It is a no coincidence,2
7949,I’m really enjoying Black Card,2
7950,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7951,I Love my credit card,2
7952,Such good news,2
7953,Ok I am LOVING THIS,2
7954,I’m really enjoying Black Card,2
7955,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7956,I Love my credit card,2
7957,Such good news,0
7958,Just nice.,1
7959,This was amazing.,2
7960,It is a no coincidence,2
7961,I’m really enjoying Black Card,1
7962,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7963,I Love my credit card,1
7964,Such good news,2
7965,Just nice.,2
7966,This was amazing.,2
7967,It is a no coincidence,0
7968,I’m really enjoying Black Card,1
7969,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
7970,I Love my credit card,2
7971,Such good news,1
7972,Ok I am LOVING THIS,1
7973,I’m really enjoying Black Card,2
7974,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
7975,I Love my credit card,2
7976,Such good news,2
7977,Just nice.,2
7978,This was amazing.,0
7979,Ok I am LOVING THIS,2
7980,Ok I am LOVING THIS,2
7981,I Love my credit card,2
7982,Appreciated you attention in the contact center,2
7983,Appreciate the conversations  and actions brought together in new things with your products and service.,2
7984,Ok I am LOVING THIS,1
7985,Ok I am LOVING THIS,1
7986,As amazing of this is,2
7987,As extremely amazing as this is,2
7988,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
7989,I Love my credit card,2
7990,I Love my credit card,2
7991,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",0
7992,Amazing things are possible when we work together towards a better future!. .,0
7993,Just nice.,2
7994,Just nice.,2
7995,Wow,1
7996,Just nice.,2
7997,Omg so much fun with everyone,2
7998,Very strange,2
7999,I’m really enjoying Black Card,2
8000,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8001,I Love my credit card,2
8002,Such good news,2
8003,Just nice.,2
8004,This was amazing.,2
8005,It is a no coincidence,2
8006,I Love my credit card,2
8007,Just nice.,2
8008,something,2
8009,Just nice.,1
8010,I Love my credit card,1
8011,Just nice.,2
8012,I spent a couple of hours doing payment,1
8013,Ok I am LOVING THIS,2
8014,Ok I am LOVING THIS,2
8015,Ok I am LOVING THIS,2
8016,I Love my credit card,1
8017,Appreciated you attention in the contact center,2
8018,Appreciate the conversations  and actions brought together in new things with your products and service.,2
8019,Ok I am LOVING THIS,1
8020,Ok I am LOVING THIS,0
8021,As amazing of this is,2
8022,As extremely amazing as this is,2
8023,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
